iter	Accuracy	MultiClass
881	0.8019991582	0.490869856
882	0.8019360269	0.4908451798
883	0.8019360269	0.4908133427
884	0.8020412458	0.4907353263
885	0.8020622896	0.4906977737
886	0.8019781145	0.490655492
887	0.8019991582	0.4906432941
888	0.8019570707	0.4906270219
889	0.8019781145	0.4905922671
890	0.8020622896	0.4905301238
891	0.8020622896	0.4905099663
892	0.8020833333	0.4904455123
893	0.8021464646	0.4903914602
894	0.8021464646	0.4903353229
895	0.8021885522	0.4902874579
896	0.8022306397	0.4902751361
897	0.8024200337	0.4902074008
898	0.8024200337	0.4901855158
899	0.8023779461	0.4901007471
900	0.8025042088	0.4900440181
901	0.8023569024	0.4900132352
902	0.8024200337	0.4899420452
903	0.8024410774	0.489899031
904	0.8024621212	0.4898603006
905	0.8024410774	0.4898174771
906	0.8024410774	0.4897625372
907	0.8024621212	0.4897407567
908	0.802483165	0.4897025962
909	0.8023358586	0.4896597122
910	0.8023779461	0.489581656
911	0.8023989899	0.4895534104
912	0.8023358586	0.4895271282
913	0.8024410774	0.4894279662
914	0.8024621212	0.4893901928
915	0.8024621212	0.4893674726
916	0.8024200337	0.4893012462
917	0.802483165	0.4892444723
918	0.8026094276	0.4892054901
919	0.8025462963	0.489133291
920	0.8025462963	0.4891005807
921	0.8027146465	0.4890850283
922	0.8027988215	0.4890625091
923	0.8028198653	0.4889879757
924	0.8028409091	0.4889518335
925	0.8028619529	0.4889434688
926	0.8028619529	0.4888948763
927	0.8027777778	0.4888192822
928	0.8028409091	0.4887847471
929	0.8028829966	0.488748824
930	0.8029250842	0.4887192205
931	0.8028198653	0.4886567675
932	0.802756734	0.4885978573
933	0.8027146465	0.4885727151
934	0.802756734	0.4885189673
935	0.8026936027	0.4884863079
936	0.8028619529	0.4884511313
937	0.8029250842	0.4883765461
938	0.8028829966	0.4883543832
939	0.8028198653	0.4882774488
940	0.8028198653	0.4882136545
941	0.8027988215	0.4881800212
942	0.8028198653	0.4881691366
943	0.8028619529	0.4881521807
944	0.8028829966	0.4881361517
945	0.8029040404	0.4880957029
946	0.8029250842	0.4880559684
947	0.8028198653	0.4880158812
948	0.8028198653	0.4879900876
949	0.8027988215	0.4879612065
950	0.8028198653	0.4879201593
951	0.8030723906	0.4878673084
952	0.8030513468	0.4878445976
953	0.8030934343	0.4877846
954	0.8030723906	0.4877660984
955	0.8030934343	0.4877288754
956	0.803030303	0.4877004665
957	0.8031986532	0.4876418684
958	0.8031565657	0.4875773507
959	0.8031355219	0.4874897193
960	0.8031355219	0.4874285629
961	0.8031776094	0.4873616246
962	0.8031355219	0.4873189209
963	0.8032407407	0.4872794235
964	0.8031986532	0.4872473638
965	0.803219697	0.487233455
966	0.8032828283	0.4871956479
967	0.8034511785	0.4871535764
968	0.8034301347	0.4871459201
969	0.8035563973	0.4870356904
970	0.8035984848	0.4869625175
971	0.8035984848	0.4869432266
972	0.8035984848	0.4869080084
973	0.8036826599	0.4868637813
974	0.8036195286	0.4868562693
975	0.8035563973	0.4867876898
976	0.8035984848	0.4867382288
977	0.8036195286	0.4867302961
978	0.8036616162	0.4866832643
979	0.8036826599	0.4866031504
980	0.8036195286	0.4864973595
981	0.8037457912	0.4864213251
982	0.8037037037	0.4863908764
983	0.8036826599	0.4863813263
984	0.8038299663	0.4863282525
985	0.803766835	0.4862449328
986	0.8037457912	0.4861971261
987	0.8037457912	0.4861763132
988	0.8036826599	0.4861200805
989	0.8038299663	0.4860720541
990	0.8039983165	0.4860211309
991	0.803956229	0.4859899997
992	0.803956229	0.4859565794
993	0.804040404	0.485920563
994	0.803956229	0.4858643724
995	0.8039772727	0.4858521834
996	0.8039772727	0.4858346455
997	0.8040193603	0.485793822
998	0.8039983165	0.4857813073
999	0.803956229	0.4857031452
1000	0.8040193603	0.4856595927
1001	0.8040824916	0.4856083212
1002	0.804040404	0.4855806867
1003	0.8039983165	0.4855542784
1004	0.8041035354	0.485505636
1005	0.8041456229	0.4854962794
1006	0.8039983165	0.4854253777
1007	0.8040193603	0.4854062673
1008	0.8040193603	0.4853858765
1009	0.8039983165	0.4853431809
1010	0.8039772727	0.4853085389
1011	0.8040824916	0.4852588565
1012	0.8041456229	0.4852274064
1013	0.8041456229	0.4852253519
1014	0.8041245791	0.4851456797
1015	0.8041245791	0.4851432382
1016	0.8041456229	0.4851088294
1017	0.8041035354	0.4850886161
1018	0.8041877104	0.4850572252
1019	0.8042718855	0.4850317233
1020	0.8043139731	0.4849811171
1021	0.8042087542	0.4849452378
1022	0.8042087542	0.4849134522
1023	0.8041245791	0.4848635207
1024	0.804229798	0.4848353023
1025	0.804229798	0.484792071
1026	0.8041877104	0.4847184604
1027	0.8042718855	0.4846993312
1028	0.8042718855	0.4846484608
1029	0.8041666667	0.4845763932
1030	0.8042087542	0.4845030419
1031	0.8043560606	0.4844669411
1032	0.8043771044	0.4844293955
1033	0.8044191919	0.4843787613
1034	0.8044402357	0.4843402871
1035	0.8043350168	0.4842991032
1036	0.8044402357	0.484268721
1037	0.8045875421	0.4842004406
1038	0.8046717172	0.4841334906
1039	0.8045664983	0.4840623101
1040	0.8046296296	0.4840167005
1041	0.8045454545	0.4839888592
1042	0.8046717172	0.4839294842
1043	0.804776936	0.4838461079
1044	0.8048190236	0.4838126984
1045	0.8049031987	0.4837399966
1046	0.8047979798	0.48371485
1047	0.8048821549	0.4836736076
1048	0.8049031987	0.4836323664
1049	0.8048821549	0.4836011114
1050	0.8048190236	0.4835825902
1051	0.8049452862	0.4835167873
1052	0.8049873737	0.4834905194
1053	0.8049873737	0.4834518651
1054	0.8050505051	0.4834323034
1055	0.8050505051	0.483407114
1056	0.8049242424	0.4833671384
1057	0.8049873737	0.4833341547
1058	0.8049873737	0.4833270594
1059	0.8050084175	0.4832882862
1060	0.8050505051	0.4832340438
1061	0.8051767677	0.4832203057
1062	0.8052609428	0.4831484584
1063	0.8051978114	0.4830998838
1064	0.8053451178	0.483054598
1065	0.8053030303	0.4830309407
1066	0.8053240741	0.4830104591
1067	0.8053661616	0.4829757678
1068	0.8053661616	0.4829429145
1069	0.8053451178	0.4828804119
1070	0.8053872054	0.4828373254
1071	0.8054503367	0.4828112528
1072	0.8053661616	0.482723993
1073	0.8054924242	0.482693813
1074	0.8054924242	0.4826157915
1075	0.8054924242	0.4825931697
1076	0.8054713805	0.4825618955
1077	0.805513468	0.4824856516
1078	0.8055555556	0.4824528048
1079	0.8055976431	0.4824211943
1080	0.8055345118	0.4823409152
1081	0.805513468	0.4823246413
1082	0.8054292929	0.4822849498
1083	0.8054924242	0.4822471266
1084	0.8053240741	0.4821645626
1085	0.8053872054	0.4821329988
1086	0.8055976431	0.4820722018
1087	0.8056186869	0.4820440865
1088	0.8055555556	0.4820167164
1089	0.8055555556	0.4819359128
1090	0.8055765993	0.4818788823
1091	0.8055765993	0.481847861
1092	0.8055345118	0.4817788734
1093	0.8056607744	0.4817591717
1094	0.8054924242	0.4817129491
1095	0.8055345118	0.4816955843
1096	0.8055765993	0.4816675357
1097	0.8058080808	0.4816251883
1098	0.805787037	0.4816184315
1099	0.8057659933	0.4815849465
1100	0.8058080808	0.4815620273
1101	0.8057239057	0.4815295987
1102	0.8057239057	0.4815235906
1103	0.805787037	0.4814985095
1104	0.8058291246	0.4814624752
1105	0.8058291246	0.481441022
1106	0.8058922559	0.4813854787
1107	0.8058712121	0.4813468718
1108	0.8058922559	0.4812769015
1109	0.8058712121	0.4812523843
1110	0.8059132997	0.4812050491
1111	0.805976431	0.4811728104
1112	0.8059974747	0.4811302483
1113	0.8060606061	0.481120016
1114	0.8061447811	0.4811086898
1115	0.8060816498	0.4810987143
1116	0.8060395623	0.4810377184
1117	0.805976431	0.4809942539
1118	0.8060185185	0.480946749
1119	0.8061026936	0.4808713046
1120	0.8059132997	0.4808320773
1121	0.8059553872	0.480784857
1122	0.805976431	0.480758496
1123	0.8059553872	0.4807500677
1124	0.8060606061	0.4807334966
1125	0.8061026936	0.4806882817
1126	0.8061237374	0.4806339288
1127	0.8060606061	0.4806024905
1128	0.8059132997	0.4805177379
1129	0.8059343434	0.4804624995
1130	0.8059974747	0.4803962967
1131	0.8059974747	0.4803738111
1132	0.8060185185	0.4803357218
1133	0.8060606061	0.4802953035
1134	0.8060816498	0.4802159189
1135	0.8060395623	0.4801983924
1136	0.8061868687	0.4801626195
1137	0.8061658249	0.4801261667
1138	0.8061237374	0.4800675175
1139	0.8060606061	0.4800287072
1140	0.8061237374	0.4799943736
1141	0.8061658249	0.4799660408
1142	0.8062920875	0.4799251291
1143	0.8062710438	0.479880313
1144	0.80625	0.4798516007
1145	0.8062920875	0.4798133935
1146	0.80625	0.4797911719
1147	0.80625	0.4797734871
1148	0.8062079125	0.4797412498
1149	0.8063131313	0.4796926475
1150	0.8063341751	0.4796621841
1151	0.8063131313	0.4796018925
1152	0.8063762626	0.4795746622
1153	0.8063341751	0.4795343842
1154	0.8063552189	0.4795245414
1155	0.8063341751	0.4794873487
1156	0.8063341751	0.4794140235
1157	0.8063341751	0.479380324
1158	0.8064183502	0.4793722338
1159	0.8064393939	0.4793610081
1160	0.8064393939	0.4793421066
1161	0.8064814815	0.4793015644
1162	0.8066708754	0.4792655268
1163	0.8067340067	0.4792249352
1164	0.8066498316	0.4791882068
1165	0.8067340067	0.4791197668
1166	0.8067340067	0.4791001743
1167	0.8066919192	0.479008332
1168	0.8066708754	0.4789745319
1169	0.8066498316	0.4789435292
1170	0.8066498316	0.4789297355
1171	0.8067340067	0.4788617772
1172	0.8068813131	0.478811546
1173	0.8069234007	0.4787327005
1174	0.8068813131	0.4787119931
1175	0.8069023569	0.4786528934
1176	0.8069234007	0.478599632
1177	0.8068813131	0.4785744885
1178	0.8069023569	0.4785517255
1179	0.806986532	0.4784829183
1180	0.806986532	0.4784699188
1181	0.8069444444	0.4784108991
1182	0.8069444444	0.4783120842
1183	0.8069654882	0.4782722218
1184	0.8070707071	0.4782365529
1185	0.8070496633	0.4782163913
1186	0.8070496633	0.4781734282
1187	0.8071127946	0.4781056027
1188	0.8071127946	0.478029107
1189	0.8070496633	0.4779535035
1190	0.8070496633	0.4778966237
1191	0.8071548822	0.4778354964
1192	0.8071548822	0.4778093689
1193	0.8071548822	0.4777798368
1194	0.8071548822	0.4777618171
1195	0.8071759259	0.477709109
1196	0.8073442761	0.4776715871
1197	0.8074074074	0.4776213162
1198	0.8073442761	0.4776078316
1199	0.8074494949	0.4775692998
1200	0.8073863636	0.477537384
1201	0.8073653199	0.4774760956
1202	0.8073232323	0.4774381533
1203	0.8074284512	0.4773935993
1204	0.8074915825	0.4773650062
1205	0.8074705387	0.477337211
1206	0.8074705387	0.477327924
1207	0.8075968013	0.4772902843
1208	0.8076388889	0.4772586921
1209	0.8076809764	0.4772074669
1210	0.8076599327	0.4771822301
1211	0.8076599327	0.4771786582
1212	0.8075757576	0.4771539806
1213	0.8075968013	0.477142953
1214	0.8075968013	0.4771375924
1215	0.8075757576	0.4771094917
1216	0.8075757576	0.4770382105
1217	0.8074915825	0.4769768139
1218	0.8075968013	0.4769513194
1219	0.8075968013	0.4769428948
1220	0.8076388889	0.4769181308
1221	0.8076809764	0.4768403892
1222	0.8078282828	0.4767633657
1223	0.8077651515	0.4767463529
1224	0.8077861953	0.4767385445
1225	0.8078072391	0.4766798276
1226	0.8078914141	0.4766590434
1227	0.8078072391	0.4765898397
1228	0.8078072391	0.4765771354
1229	0.8077861953	0.4765247807
1230	0.8078493266	0.4764336143
1231	0.8078914141	0.4764036734
1232	0.8079755892	0.4763659018
1233	0.8079545455	0.4763283412
1234	0.8079335017	0.476295756
1235	0.8079545455	0.4762785207
1236	0.8078914141	0.476213954
1237	0.8079124579	0.476184818
1238	0.8079124579	0.4761296123
1239	0.8078914141	0.4761146505
1240	0.8079124579	0.4760790874
1241	0.8079124579	0.4760441953
1242	0.8079335017	0.4760239543
1243	0.8079335017	0.4760120492
1244	0.8079124579	0.475941261
1245	0.8080387205	0.4758750573
1246	0.8080597643	0.4758327234
1247	0.8079755892	0.475785907
1248	0.8079755892	0.4757680471
1249	0.8080176768	0.4757373646
1250	0.8079755892	0.475727872
1251	0.8080176768	0.4756938513
1252	0.8081439394	0.4756683395
1253	0.8082070707	0.4755930218
1254	0.8082281145	0.4755425236
1255	0.8082281145	0.4754836242
1256	0.8082912458	0.4754186483
1257	0.808270202	0.4753841872
1258	0.8083964646	0.4752955288
1259	0.8083333333	0.4752744128
1260	0.8083964646	0.4752512216
1261	0.8083333333	0.4751618909
1262	0.8083964646	0.4751120001
1263	0.8083754209	0.4751021174
1264	0.8084385522	0.4750538231
1265	0.8084385522	0.4750400481
1266	0.8083122896	0.4749913909
1267	0.8082912458	0.4749662864
1268	0.808270202	0.4749111528
1269	0.8083754209	0.4748296668
1270	0.8082912458	0.4747778398
1271	0.8084175084	0.4747073108
1272	0.8084385522	0.4746888653
1273	0.8085648148	0.4746342614
1274	0.8085648148	0.4746109034
1275	0.8086069024	0.4745769076
1276	0.8085858586	0.4745409711
1277	0.8085227273	0.4745053772
1278	0.808459596	0.4744317841
1279	0.8084385522	0.4743792899
1280	0.808459596	0.474365451
1281	0.8085858586	0.4742890285
1282	0.8085227273	0.4742305382
1283	0.808459596	0.4742140683
1284	0.8085858586	0.474190181
1285	0.8086489899	0.4741746048
1286	0.8087962963	0.4741219004
1287	0.8087542088	0.4741107463
1288	0.8088383838	0.4740631787
1289	0.8088383838	0.4740520271
1290	0.808733165	0.4740030916
1291	0.808733165	0.473954606
1292	0.8086489899	0.4738988085
1293	0.8086279461	0.4738434618
1294	0.8085648148	0.4737778253
1295	0.8086910774	0.4737189719
1296	0.8086910774	0.4736999778
1297	0.8086910774	0.4736561512
1298	0.808733165	0.4735975559
1299	0.8088173401	0.47357261
1300	0.8088383838	0.4735495163
1301	0.8088594276	0.4735405028
1302	0.8088383838	0.4734825599
1303	0.8088804714	0.4734377216
1304	0.8088594276	0.4733753144
1305	0.8088804714	0.4733277234
1306	0.8088594276	0.4733020121
1307	0.8089436027	0.4732820212
1308	0.8089436027	0.4732080914
1309	0.8089646465	0.4731719196
1310	0.8089646465	0.473130265
1311	0.8089436027	0.4731180352
1312	0.8090277778	0.4730638487
1313	0.8091540404	0.473042698
1314	0.8091119529	0.4730127356
1315	0.8091540404	0.4729612048
1316	0.8091540404	0.4729050313
1317	0.8091961279	0.4728483879
1318	0.8091750842	0.472838557
1319	0.8091750842	0.4727546753
1320	0.8092171717	0.4727201574
1321	0.8092382155	0.4726970846
1322	0.8093644781	0.4726531316
1323	0.8093223906	0.4726350394
1324	0.8092592593	0.4725525495
1325	0.809280303	0.4724918428
1326	0.8093644781	0.4724299188
1327	0.8093434343	0.4724044355
1328	0.8094065657	0.4723988692
1329	0.8094276094	0.4723631594
1330	0.8094486532	0.4723269031
1331	0.8094486532	0.4722779323
1332	0.8094065657	0.4722332412
1333	0.8094486532	0.4722087847
1334	0.8093434343	0.4722007253
1335	0.8093855219	0.4721424135
1336	0.8094907407	0.4721143806
1337	0.8094907407	0.4720899665
1338	0.8095328283	0.4720665278
1339	0.8095538721	0.4720225318
1340	0.8094907407	0.4720011299
1341	0.8095538721	0.4719051282
1342	0.8094907407	0.4718562541
1343	0.8095538721	0.4718282616
1344	0.8096801347	0.4718077006
1345	0.809743266	0.4717833556
1346	0.8097643098	0.4717739986
1347	0.8098063973	0.4717469911
1348	0.809743266	0.4717171051
1349	0.8096801347	0.4716945813
1350	0.8097222222	0.4716604193
1351	0.8096590909	0.4716318717
1352	0.8095749158	0.4716114327
1353	0.809743266	0.4715679246
1354	0.8098484848	0.4715058125
1355	0.8098063973	0.4714939824
1356	0.8098274411	0.4714836751
1357	0.8098484848	0.4714348481
1358	0.8097643098	0.4713993235
1359	0.8098274411	0.4713580789
1360	0.8098695286	0.4713064819
1361	0.8098905724	0.4712763633
1362	0.8098484848	0.4712136619
1363	0.8098695286	0.4711899034
1364	0.8098695286	0.47111784
1365	0.8098274411	0.471094729
1366	0.8098695286	0.4710249284
1367	0.8098484848	0.4709623632
1368	0.8099116162	0.470924161
1369	0.8099957912	0.4709121183
1370	0.8099747475	0.4709042135
1371	0.810016835	0.4708842164
1372	0.8099957912	0.4708463785
1373	0.8101430976	0.4707706486
1374	0.8101641414	0.4707397887
1375	0.8101220539	0.4707189191
1376	0.8101430976	0.4707082315
1377	0.8101430976	0.4706966828
1378	0.810206229	0.4706760962
1379	0.810290404	0.4706243945
1380	0.810290404	0.4705849534
1381	0.8102272727	0.4705618007
1382	0.8102693603	0.4705159684
1383	0.8102272727	0.4704847699
1384	0.8102483165	0.4704574875
1385	0.8101641414	0.4704036623
1386	0.8102272727	0.4703468621
1387	0.810290404	0.4703085209
1388	0.8102272727	0.4701945987
1389	0.8102693603	0.4701720428
1390	0.8103324916	0.4701074096
1391	0.8103114478	0.4700885215
1392	0.810290404	0.4700538545
1393	0.810290404	0.4700233414
1394	0.8103535354	0.4699713773
1395	0.8103324916	0.4699454179
1396	0.8104377104	0.4699221403
1397	0.8103956229	0.4699091634
1398	0.810290404	0.4698403718
1399	0.810290404	0.4697942011
1400	0.8103324916	0.4697735691
1401	0.8103956229	0.469748253
1402	0.8105008418	0.4696622888
1403	0.8105429293	0.4696445563
1404	0.8105850168	0.4696146594
1405	0.8105429293	0.4695612103
1406	0.8105429293	0.4695548701
1407	0.8105639731	0.4695170361
1408	0.8105218855	0.4694985408
1409	0.810479798	0.4694878843
1410	0.8104587542	0.4694225925
1411	0.8105429293	0.4693737044
1412	0.810479798	0.4693462597
1413	0.8104587542	0.4693139859
1414	0.8105008418	0.4692830148
1415	0.8105429293	0.46921873
1416	0.8105639731	0.4691945475
1417	0.8105850168	0.4691332865
1418	0.8106271044	0.469117228
1419	0.8106271044	0.4690964568
1420	0.8105850168	0.4690465956
1421	0.810479798	0.468976526
1422	0.8105429293	0.4689065442
1423	0.8105218855	0.4688450346
1424	0.8105850168	0.4688218251
1425	0.8106060606	0.4688080778
1426	0.8105429293	0.4687619948
1427	0.8106691919	0.4687101684
1428	0.8106481481	0.4686549609
1429	0.8106691919	0.468625363
1430	0.8106902357	0.4686219692
1431	0.8107323232	0.4685729324
1432	0.8106691919	0.4685431648
1433	0.810753367	0.4684665489
1434	0.8108164983	0.4684039518
1435	0.8108796296	0.468331913
1436	0.8108164983	0.4683188455
1437	0.8108585859	0.4682923557
1438	0.8109006734	0.4682223054
1439	0.8110058923	0.468117422
1440	0.8110690236	0.4680305465
1441	0.8110900673	0.4680070734
1442	0.8110479798	0.4679332738
1443	0.8109217172	0.4678530325
1444	0.8110479798	0.467795754
1445	0.8110058923	0.4677678967
1446	0.8110479798	0.4677405378
1447	0.8110900673	0.467733141
1448	0.8111111111	0.4676399984
1449	0.8110900673	0.4676210538
1450	0.8111321549	0.4675890098
1451	0.8110900673	0.4675641285
1452	0.8110900673	0.4675145121
1453	0.8111742424	0.4674673486
1454	0.8111952862	0.4674343579
1455	0.8111952862	0.4673840603
1456	0.8111531987	0.4673320296
1457	0.8111531987	0.4673123669
1458	0.8111952862	0.4672888506
1459	0.8113005051	0.4672337579
1460	0.8113846801	0.4671993577
1461	0.8114688552	0.4671627226
1462	0.8113846801	0.4671190224
1463	0.8113636364	0.467096369
1464	0.8115319865	0.4670656154
1465	0.811489899	0.4670445179
1466	0.8113636364	0.4669987711
1467	0.8113215488	0.4669815288
1468	0.8113636364	0.4669340287
1469	0.8113215488	0.4669182695
1470	0.8113005051	0.4669094395
1471	0.8113005051	0.4668807891
1472	0.8113425926	0.4668561046
1473	0.8113425926	0.4668338588
1474	0.8113636364	0.4668009561
1475	0.8114688552	0.4667700981
1476	0.811489899	0.4667354597
1477	0.8115319865	0.4666759459
1478	0.8114688552	0.4666308867
1479	0.8115109428	0.4665905548
1480	0.8115530303	0.4665128883
1481	0.8115740741	0.4664996605
1482	0.8115951178	0.4664629711
1483	0.8115740741	0.4663964044
1484	0.8116161616	0.4663747414
1485	0.8115951178	0.4663456435
1486	0.8116161616	0.4663144464
1487	0.8115530303	0.466283622
1488	0.8116372054	0.4662534835
1489	0.8115951178	0.4661970462
1490	0.8117424242	0.4661652727
1491	0.8117845118	0.4661388396
1492	0.8117845118	0.4661249944
1493	0.8117213805	0.4661049225
1494	0.8117003367	0.4660586615
1495	0.8118055556	0.4660289444
1496	0.8118686869	0.4659852617
1497	0.8117845118	0.4659440082
1498	0.8119318182	0.4659272739
1499	0.812037037	0.465895973
1500	0.8120159933	0.465851946
1501	0.8119949495	0.4658238842
1502	0.8120791246	0.465779924
1503	0.8120159933	0.4657534287
1504	0.8120580808	0.4657162172
1505	0.8121212121	0.4656445038
1506	0.8120791246	0.4656221598
1507	0.8121212121	0.4656098123
1508	0.8123316498	0.4655495572
1509	0.8123106061	0.4655325108
1510	0.8122685185	0.4654792024
1511	0.8122474747	0.4654349171
1512	0.8122474747	0.4653996029
1513	0.812226431	0.4653583289
1514	0.8122685185	0.46525185
1515	0.8122685185	0.4652398205
1516	0.812226431	0.4651905412
1517	0.8123106061	0.4651514808
1518	0.8122685185	0.4651023777
1519	0.8122895623	0.4650693404
1520	0.8123316498	0.4650426853
1521	0.8123106061	0.4650095223
1522	0.8122895623	0.4649390982
1523	0.8123526936	0.4649155534
1524	0.8123947811	0.464885724
1525	0.8123737374	0.4647862664
1526	0.8124579125	0.464741191
1527	0.8125	0.4647047069
1528	0.8124368687	0.4646400387
1529	0.8125841751	0.4645437631
1530	0.8126262626	0.4645003654
1531	0.8126683502	0.4644818421
1532	0.8126473064	0.464444684
1533	0.8127104377	0.4644073061
1534	0.8126893939	0.4643237121
1535	0.8126052189	0.4642615236
1536	0.8127104377	0.4641878021
1537	0.8127525253	0.4641294001
1538	0.8127946128	0.4640654937
1539	0.8128156566	0.4640243593
1540	0.8127946128	0.4639941867
1541	0.8128577441	0.4639367403
1542	0.8128577441	0.463840071
1543	0.8129419192	0.4637931044
1544	0.8130050505	0.463736335
1545	0.8130260943	0.4636989207
1546	0.812962963	0.4636265475
1547	0.8129840067	0.4635720005
1548	0.813047138	0.4635479675
1549	0.8129840067	0.4635290186
1550	0.812962963	0.4634936837
1551	0.8129419192	0.4634804294
1552	0.812962963	0.4634445545
1553	0.8130050505	0.4633986863
1554	0.8130892256	0.4633768078
1555	0.8131944444	0.4633357118
1556	0.8131523569	0.4632705067
1557	0.813047138	0.4632396913
1558	0.8131523569	0.4631882803
1559	0.8131313131	0.4631404515
1560	0.8131102694	0.4631128027
1561	0.813236532	0.4630812052
1562	0.8131523569	0.4630496604
1563	0.8131523569	0.4629915469
1564	0.8130681818	0.4629598596
1565	0.8131313131	0.4629282999
1566	0.8131313131	0.4629173402
1567	0.8130892256	0.4628908195
1568	0.8130892256	0.4628252649
1569	0.8130892256	0.4628094675
1570	0.8131102694	0.4627523909
1571	0.8131102694	0.4626908389
1572	0.8131523569	0.4626483649
1573	0.8131102694	0.4626397896
1574	0.8132575758	0.4625879416
1575	0.8132996633	0.4625310966
1576	0.8132786195	0.4625084999
1577	0.8132575758	0.4624864855
1578	0.8133417508	0.4624527476
1579	0.8133627946	0.4623556808
1580	0.8134048822	0.462301124
1581	0.8134890572	0.4622880602
1582	0.8135942761	0.4622327192
1583	0.8136363636	0.4621512758
1584	0.8136363636	0.4621120042
1585	0.813510101	0.4620607213
1586	0.8135732323	0.4620311466
1587	0.8137415825	0.4620040315
1588	0.8137415825	0.4619785233
1589	0.8138257576	0.4619161511
1590	0.8138257576	0.4618671645
1591	0.8138257576	0.4618369208
1592	0.8138888889	0.461752628
1593	0.8138257576	0.4617205666
1594	0.8138888889	0.4616996251
1595	0.8138257576	0.4616769486
1596	0.8138468013	0.46164398
1597	0.8138678451	0.4616198036
1598	0.8138257576	0.461566199
1599	0.8139099327	0.4615345656
1600	0.8138888889	0.4615172461
1601	0.8139309764	0.4614793827
1602	0.8139099327	0.4614592021
1603	0.813973064	0.4614419753
1604	0.8138888889	0.4614244625
1605	0.8139099327	0.4614028711
1606	0.8138678451	0.4613703365
1607	0.81378367	0.4613319789
1608	0.8138678451	0.4612931219
1609	0.8138678451	0.4612495867
1610	0.8139520202	0.4611666478
1611	0.8139941077	0.4611467167
1612	0.8141624579	0.4611007701
1613	0.8141624579	0.4610720203
1614	0.8141835017	0.4610536393
1615	0.8142045455	0.4610127006
1616	0.8141414141	0.4610000384
1617	0.8142045455	0.4609651536
1618	0.8142255892	0.4609439857
1619	0.8142887205	0.4609198696
1620	0.8142045455	0.4608658841
1621	0.8142045455	0.4608603971
1622	0.814246633	0.4607909795
1623	0.814246633	0.4607363041
1624	0.8141835017	0.4607288626
1625	0.8142255892	0.4607006915
1626	0.8142255892	0.4606882115
1627	0.8144149832	0.4606189177
1628	0.8144149832	0.4605725607
1629	0.8144360269	0.4605585818
1630	0.8143728956	0.4605027324
1631	0.8143728956	0.4604782649
1632	0.8143518519	0.4604641957
1633	0.8143939394	0.4604438722
1634	0.8143939394	0.460408497
1635	0.8143728956	0.4603875721
1636	0.8143518519	0.4603302076
1637	0.8144570707	0.4603112516
1638	0.8145412458	0.4602483177
1639	0.814520202	0.4602241042
1640	0.8144781145	0.4601958797
1641	0.8145833333	0.4601491406
1642	0.8144991582	0.4601124095
1643	0.8144149832	0.4600902545
1644	0.8144570707	0.4600378933
1645	0.8144360269	0.4600243151
1646	0.8145622896	0.4599625735
1647	0.814709596	0.4598937704
1648	0.8145412458	0.4598231787
1649	0.8145833333	0.4598012079
1650	0.8147306397	0.4597765863
1651	0.8145833333	0.459737758
1652	0.8146043771	0.4597201807
1653	0.8146464646	0.4596581465
1654	0.8146675084	0.459629372
1655	0.8146464646	0.4595674643
1656	0.8147306397	0.4595272326
1657	0.8146675084	0.4594910117
1658	0.814709596	0.4594039719
1659	0.814709596	0.459364898
1660	0.814709596	0.4593238512
1661	0.8146675084	0.4593029056
1662	0.8146885522	0.4592842163
1663	0.8147516835	0.4592496046
1664	0.8148358586	0.4592160347
1665	0.814793771	0.459191463
1666	0.8148779461	0.4591726575
1667	0.8148569024	0.4591428165
1668	0.8146885522	0.4590721369
1669	0.8146885522	0.4590483457
1670	0.8147516835	0.4590251864
1671	0.8147306397	0.4589619016
1672	0.8147516835	0.4589386233
1673	0.8147727273	0.4589295499
1674	0.8147306397	0.4588774241
1675	0.8148148148	0.4588652469
1676	0.8149410774	0.4588132155
1677	0.8150042088	0.458762805
1678	0.8150252525	0.4587276646
1679	0.8150252525	0.4587025903
1680	0.8149410774	0.4586502054
1681	0.8150462963	0.458610714
1682	0.8150462963	0.4585851004
1683	0.8150042088	0.4585564893
1684	0.8150673401	0.4585166376
1685	0.8150462963	0.4584713189
1686	0.8152146465	0.4584419321
1687	0.8152146465	0.4583905206
1688	0.8152146465	0.4583628763
1689	0.8151936027	0.4583126121
1690	0.8152146465	0.4582595629
1691	0.8152146465	0.4582312599
1692	0.8152777778	0.4581760414
1693	0.8152356902	0.4581045907
1694	0.8152988215	0.4580934054
1695	0.815256734	0.4580377529
1696	0.815256734	0.4579700814
1697	0.8153409091	0.4579042438
1698	0.8154040404	0.45788049
1699	0.8153619529	0.4578664328
1700	0.8154040404	0.4578208834
1701	0.8154250842	0.457776832
1702	0.8154040404	0.4577436786
1703	0.8153619529	0.457669502
1704	0.8152777778	0.4576185127
1705	0.8153409091	0.4575895717
1706	0.8153409091	0.4575339449
1707	0.8154671717	0.4575130937
1708	0.8154461279	0.4574989543
1709	0.8154250842	0.4574605552
1710	0.8153198653	0.4574161457
1711	0.8153198653	0.4573944429
1712	0.8153619529	0.4573370104
1713	0.8153829966	0.4573247681
1714	0.8153619529	0.4573080769
1715	0.8154461279	0.4572742914
1716	0.8154461279	0.4572372574
1717	0.8154461279	0.4572239796
1718	0.8155513468	0.4571990271
1719	0.8155513468	0.4571436129
